signal,human_si,wcs
S09546_L0243_E003,70.0,100.0
S09554_L0219_E003,100.0,100.0
S09564_L0200_E003,75.0,100.0
S09564_L0240_E003,100.0,100.0
S09569_L0242_E003,100.0,100.0
S09571_L0215_E003,50.0,87.5
S09573_L0217_E003,75.0,100.0
S09577_L0219_E003,87.5,100.0
S09581_L0225_E003,100.0,100.0
S09581_L0231_E003,100.0,100.0
S09586_L0219_E003,100.0,85.71428571428571
S09589_L0206_E003,100.0,100.0
S09593_L0229_E003,100.0,100.0
S09593_L0242_E003,100.0,100.0
S09596_L0200_E003,100.0,100.0
S09596_L0240_E003,100.0,100.0
S09606_L0200_E003,77.7777777778,100.0
S09606_L0240_E003,100.0,100.0
S09615_L0242_E003,90.0,100.0
S09616_L0243_E003,100.0,100.0
S09620_L0236_E003,71.4285714286,100.0
S09621_L0243_E003,100.0,100.0
S09625_L0236_E003,37.5,100.0
S09626_L0239_E003,50.0,100.0
S09627_L0216_E003,100.0,100.0
S09628_L0215_E003,100.0,100.0
S09637_L0236_E003,100.0,71.42857142857143
S09641_L0217_E003,100.0,100.0
S09646_L0227_E003,25.0,100.0
S09649_L0227_E003,50.0,100.0
S09655_L0216_E003,100.0,100.0
S09666_L0224_E003,87.5,100.0
S09676_L0217_E003,100.0,100.0
S09677_L0209_E003,88.8888888889,100.0
S09678_L0222_E003,100.0,100.0
S09681_L0217_E003,85.7142857143,100.0
S09684_L0242_E003,100.0,100.0
S09689_L0222_E003,100.0,100.0
S09704_L0243_E003,100.0,100.0
S09714_L0201_E003,87.5,100.0
S09715_L0216_E003,71.4285714286,71.42857142857143
S09716_L0217_E003,80.0,100.0
S09717_L0212_E003,100.0,100.0
S09717_L0221_E003,100.0,100.0
S09719_L0209_E003,100.0,100.0
S09733_L0200_E003,100.0,100.0
S09752_L0239_E003,100.0,100.0
S09753_L0239_E003,0.0,100.0
S09754_L0209_E003,100.0,100.0
S09759_L0217_E003,100.0,100.0
S09765_L0217_E003,85.7142857143,14.285714285714286
S09767_L0222_E003,100.0,100.0
S09770_L0239_E003,0.0,12.5
S09776_L0236_E003,100.0,100.0
S09777_L0218_E003,100.0,100.0
S09777_L0221_E003,100.0,100.0
S09780_L0212_E003,100.0,100.0
S09780_L0221_E003,100.0,100.0
S09790_L0229_E003,90.0,100.0
S09790_L0242_E003,100.0,100.0
S09793_L0227_E003,14.2857142857,100.0
S09803_L0225_E003,100.0,100.0
S09803_L0231_E003,85.7142857143,100.0
S09811_L0224_E003,87.5,100.0
S09812_L0240_E003,87.5,100.0
S09818_L0209_E003,100.0,100.0
S09819_L0201_E003,85.7142857143,100.0
S09824_L0201_E003,80.0,100.0
S09827_L0217_E003,80.0,100.0
S09828_L0229_E003,100.0,100.0
S09828_L0242_E003,100.0,100.0
S09830_L0225_E003,100.0,100.0
S09830_L0231_E003,100.0,100.0
S09831_L0229_E003,85.7142857143,100.0
S09831_L0242_E003,71.4285714286,85.71428571428571
S09833_L0224_E003,100.0,71.42857142857143
S09837_L0216_E003,100.0,100.0
S09841_L0215_E003,57.1428571429,85.71428571428571
S09844_L0227_E003,100.0,100.0
S09846_L0206_E003,71.4285714286,100.0
S09856_L0217_E003,100.0,77.77777777777777
S09860_L0229_E003,57.1428571429,100.0
S09861_L0209_E003,100.0,100.0
S09865_L0229_E003,100.0,100.0
S09866_L0218_E003,87.5,87.5
S09870_L0224_E003,25.0,87.5
S09877_L0209_E003,100.0,100.0
S09884_L0229_E003,100.0,100.0
S09892_L0229_E003,85.7142857143,100.0
S09899_L0242_E003,100.0,100.0
S09900_L0215_E003,100.0,100.0
S09903_L0201_E003,88.8888888889,100.0
S09904_L0227_E003,60.0,90.0
S09908_L0200_E003,85.7142857143,100.0
S09911_L0209_E003,100.0,100.0
S09913_L0243_E003,100.0,100.0
S09915_L0243_E003,100.0,100.0
S09919_L0236_E003,60.0,100.0
S09920_L0206_E003,100.0,100.0
S09920_L0212_E003,100.0,100.0
S09922_L0224_E003,11.1111111111,55.55555555555556
S09923_L0216_E003,100.0,100.0
S09935_L0212_E003,100.0,100.0
S09935_L0221_E003,100.0,100.0
S09945_L0200_E003,71.4285714286,100.0
S09951_L0219_E003,100.0,100.0
S09952_L0216_E003,100.0,100.0
S09961_L0224_E003,100.0,100.0
S09964_L0240_E003,100.0,100.0
S09969_L0239_E003,100.0,100.0
S09971_L0216_E003,100.0,100.0
S09972_L0215_E003,85.7142857143,100.0
S09977_L0229_E003,100.0,100.0
S09977_L0242_E003,100.0,100.0
S10000_L0209_E003,100.0,100.0
S08508_L0239_E005,0.0,0.0
S08510_L0216_E005,100.0,50.0
S08512_L0201_E005,0.0,0.0
S08515_L0218_E005,0.0,0.0
S08515_L0221_E005,0.0,0.0
S08529_L0200_E005,28.5714285714,71.42857142857143
S08532_L0209_E005,0.0,0.0
S08537_L0243_E005,0.0,14.285714285714286
S08540_L0227_E005,0.0,0.0
S08546_L0201_E005,0.0,12.5
S08558_L0236_E005,30.0,90.0
S08561_L0216_E005,85.7142857143,100.0
S08566_L0215_E005,0.0,0.0
S08574_L0227_E005,0.0,0.0
S08575_L0212_E005,0.0,60.0
S08575_L0221_E005,0.0,30.0
S08576_L0243_E005,12.5,25.0
S08582_L0217_E005,25.0,50.0
S08594_L0240_E005,20.0,40.0
S08600_L0236_E005,57.1428571429,42.857142857142854
S08606_L0218_E005,55.5555555556,0.0
S08613_L0201_E005,28.5714285714,28.571428571428573
S08614_L0215_E005,10.0,20.0
S08616_L0216_E005,0.0,0.0
S08625_L0206_E005,0.0,50.0
S08627_L0224_E005,0.0,0.0
S08628_L0219_E005,14.2857142857,57.142857142857146
S08636_L0219_E005,0.0,75.0
S08636_L0225_E005,75.0,50.0
S08637_L0224_E005,25.0,37.5
S08645_L0212_E005,22.2222222222,44.44444444444444
S08645_L0221_E005,22.2222222222,44.44444444444444
S08651_L0217_E005,70.0,100.0
S08652_L0224_E005,0.0,11.11111111111111
S08653_L0200_E005,0.0,28.571428571428573
S08658_L0216_E005,14.2857142857,14.285714285714286
S08660_L0200_E005,0.0,25.0
S08660_L0240_E005,25.0,25.0
S08682_L0239_E005,11.1111111111,0.0
S08683_L0218_E005,77.7777777778,66.66666666666667
S08685_L0212_E005,0.0,0.0
S08685_L0221_E005,0.0,0.0
S08686_L0216_E005,0.0,0.0
S08689_L0216_E005,71.4285714286,0.0
S08690_L0236_E005,14.2857142857,100.0
S08702_L0242_E005,57.1428571429,100.0
S08703_L0243_E005,0.0,0.0
S08707_L0217_E005,12.5,0.0
S08710_L0219_E005,0.0,0.0
S08710_L0225_E005,0.0,0.0
S08713_L0201_E005,0.0,0.0
S08722_L0201_E005,37.5,50.0
S08723_L0229_E005,62.5,87.5
S08723_L0242_E005,87.5,50.0
S08725_L0209_E005,70.0,80.0
S08732_L0206_E005,87.5,50.0
S08732_L0212_E005,50.0,50.0
S08735_L0201_E005,0.0,0.0
S08739_L0222_E005,0.0,20.0
S08743_L0224_E005,0.0,0.0
S08750_L0224_E005,0.0,71.42857142857143
S08751_L0243_E005,10.0,20.0
S08752_L0231_E005,14.2857142857,57.142857142857146
S08765_L0229_E005,25.0,50.0
S08765_L0242_E005,50.0,0.0
S08766_L0242_E005,62.5,75.0
S08767_L0229_E005,0.0,0.0
S08771_L0218_E005,22.2222222222,11.11111111111111
S08771_L0221_E005,33.3333333333,11.11111111111111
S08778_L0227_E005,14.2857142857,0.0
S08779_L0227_E005,0.0,28.571428571428573
S08780_L0227_E005,0.0,37.5
S08781_L0242_E005,0.0,0.0
S08782_L0219_E005,0.0,14.285714285714286
S08790_L0212_E005,0.0,60.0
S08790_L0221_E005,10.0,40.0
S08791_L0206_E005,71.4285714286,57.142857142857146
S08791_L0212_E005,28.5714285714,14.285714285714286
S08793_L0239_E005,0.0,0.0
S08795_L0212_E005,0.0,0.0
S08795_L0221_E005,0.0,0.0
S08798_L0243_E005,0.0,0.0
S08800_L0219_E005,0.0,33.333333333333336
S08800_L0225_E005,0.0,0.0
S08815_L0218_E005,22.2222222222,33.333333333333336
S08815_L0221_E005,22.2222222222,0.0
S08816_L0217_E005,0.0,0.0
S08817_L0219_E005,0.0,57.142857142857146
S08817_L0225_E005,28.5714285714,0.0
S08818_L0236_E005,85.7142857143,85.71428571428571
S08820_L0227_E005,0.0,0.0
S08836_L0209_E005,100.0,88.88888888888889
S08837_L0219_E005,0.0,80.0
S08837_L0225_E005,10.0,80.0
S08843_L0217_E005,0.0,42.857142857142854
S08853_L0224_E005,0.0,87.5
S08862_L0209_E005,30.0,0.0
S08867_L0201_E005,0.0,0.0
S08869_L0229_E005,0.0,77.77777777777777
S08875_L0216_E005,10.0,0.0
S08883_L0201_E005,57.1428571429,57.142857142857146
S08889_L0206_E005,71.4285714286,42.857142857142854
S08889_L0212_E005,57.1428571429,42.857142857142854
S08891_L0201_E005,12.5,37.5
S08895_L0222_E005,0.0,0.0
S08897_L0215_E005,0.0,30.0
S08899_L0215_E005,42.8571428571,100.0
S08901_L0218_E005,12.5,50.0
S08903_L0224_E005,0.0,0.0
S08905_L0240_E005,10.0,40.0
S08911_L0219_E005,0.0,0.0
S08911_L0225_E005,0.0,0.0
S08916_L0222_E005,0.0,0.0
S08922_L0222_E005,0.0,0.0
S08923_L0222_E005,33.3333333333,44.44444444444444
S08928_L0239_E005,62.5,75.0
S08929_L0219_E005,0.0,0.0
S08929_L0225_E005,10.0,10.0
S08931_L0209_E005,80.0,80.0
S08943_L0242_E005,0.0,0.0
S08949_L0200_E005,22.2222222222,33.333333333333336
S08949_L0240_E005,77.7777777778,44.44444444444444
S08950_L0200_E005,33.3333333333,33.333333333333336
S08950_L0240_E005,22.2222222222,22.22222222222222
S08952_L0217_E005,0.0,12.5
S08956_L0209_E005,100.0,87.5
S08961_L0225_E005,0.0,25.0
S08961_L0231_E005,0.0,87.5
S08973_L0229_E005,0.0,0.0
S08973_L0242_E005,0.0,0.0
S08976_L0229_E005,0.0,0.0
S08977_L0219_E005,0.0,0.0
S08977_L0225_E005,0.0,0.0
S08979_L0227_E005,0.0,30.0
S08980_L0209_E005,0.0,12.5
S08983_L0236_E005,0.0,10.0
S08987_L0229_E005,12.5,0.0
S08993_L0206_E005,0.0,0.0
S08993_L0212_E005,0.0,0.0
S08997_L0218_E005,0.0,0.0
S08997_L0221_E005,12.5,0.0
S08998_L0218_E005,0.0,0.0
S09000_L0201_E005,0.0,0.0
S09011_L0231_E005,50.0,80.0
S09018_L0217_E005,22.2222222222,100.0
S09029_L0225_E005,0.0,0.0
S09029_L0231_E005,0.0,0.0
S09030_L0219_E005,0.0,0.0
S09040_L0200_E005,0.0,0.0
S09047_L0218_E005,25.0,0.0
S09061_L0219_E005,0.0,87.5
S09067_L0229_E005,0.0,0.0
S09067_L0242_E005,10.0,0.0
S09069_L0209_E005,44.4444444444,77.77777777777777
S09071_L0217_E005,12.5,12.5
S09073_L0206_E005,14.2857142857,0.0
S09073_L0212_E005,0.0,28.571428571428573
S09080_L0200_E005,0.0,70.0
S09082_L0215_E005,11.1111111111,0.0
S09086_L0224_E005,0.0,0.0
S09088_L0227_E005,25.0,0.0
S09092_L0206_E005,0.0,33.333333333333336
S09092_L0212_E005,0.0,11.11111111111111
S09094_L0216_E005,50.0,0.0
S09101_L0209_E005,10.0,60.0
S09107_L0216_E005,33.3333333333,0.0
S09111_L0236_E005,0.0,100.0
S09125_L0239_E005,0.0,0.0
S09128_L0212_E005,40.0,40.0
S09128_L0221_E005,60.0,40.0
S09140_L0227_E005,10.0,10.0
S09142_L0219_E005,0.0,0.0
S09155_L0229_E005,0.0,100.0
S09156_L0222_E005,0.0,0.0
S09158_L0215_E005,20.0,30.0
S09164_L0216_E005,25.0,87.5
S09175_L0206_E005,62.5,75.0
S09175_L0212_E005,0.0,87.5
S09178_L0218_E005,85.7142857143,85.71428571428571
S09178_L0221_E005,85.7142857143,85.71428571428571
S09188_L0217_E005,28.5714285714,0.0
S09196_L0217_E005,11.1111111111,22.22222222222222
S09199_L0216_E005,71.4285714286,100.0
S09203_L0229_E005,25.0,62.5
S09205_L0215_E005,0.0,0.0
S09208_L0216_E005,42.8571428571,28.571428571428573
S09209_L0240_E005,11.1111111111,0.0
S09214_L0206_E005,100.0,100.0
S09228_L0224_E005,0.0,100.0
S09231_L0236_E005,0.0,0.0
S09234_L0218_E005,0.0,42.857142857142854
S09234_L0221_E005,0.0,42.857142857142854
S09245_L0227_E005,0.0,0.0
S09246_L0218_E005,0.0,0.0
S09248_L0242_E005,42.8571428571,0.0
S09250_L0227_E005,0.0,0.0
S09255_L0239_E005,0.0,0.0
S09259_L0231_E005,57.1428571429,0.0
S09261_L0229_E005,22.2222222222,88.88888888888889
S09261_L0242_E005,88.8888888889,88.88888888888889
S09262_L0201_E005,0.0,0.0
S09264_L0215_E005,62.5,50.0
S09265_L0219_E005,0.0,77.77777777777777
S09271_L0227_E005,85.7142857143,85.71428571428571
S09274_L0215_E005,0.0,11.11111111111111
S09276_L0206_E005,57.1428571429,85.71428571428571
S09277_L0219_E005,71.4285714286,85.71428571428571
S09277_L0225_E005,85.7142857143,85.71428571428571
S09280_L0219_E005,0.0,50.0
S09280_L0225_E005,37.5,0.0
S09281_L0236_E005,42.8571428571,0.0
S09282_L0231_E005,100.0,100.0
S09288_L0200_E005,0.0,0.0
S09297_L0236_E005,37.5,25.0
S09298_L0229_E005,0.0,0.0
S09306_L0201_E005,0.0,0.0
S09308_L0219_E005,0.0,60.0
S09314_L0200_E005,0.0,28.571428571428573
S09315_L0201_E005,0.0,0.0
S09317_L0206_E005,0.0,0.0
S09317_L0212_E005,0.0,0.0
S09325_L0217_E005,11.1111111111,11.11111111111111
S09329_L0225_E005,28.5714285714,14.285714285714286
S09329_L0231_E005,28.5714285714,0.0
S09332_L0225_E005,62.5,25.0
S09332_L0231_E005,87.5,25.0
S09338_L0236_E005,33.3333333333,88.88888888888889
S09339_L0218_E005,25.0,50.0
S09341_L0216_E005,0.0,0.0
S09342_L0219_E005,0.0,0.0
S09343_L0239_E005,0.0,0.0
S09345_L0217_E005,0.0,0.0
S09346_L0224_E005,0.0,57.142857142857146
S09350_L0243_E005,0.0,33.333333333333336
S09351_L0243_E005,0.0,50.0
S09352_L0243_E005,0.0,100.0
S09362_L0239_E005,14.2857142857,0.0
S09363_L0236_E005,0.0,0.0
S09365_L0219_E005,0.0,10.0
S09366_L0217_E005,0.0,0.0
S09378_L0218_E005,0.0,0.0
S09378_L0221_E005,0.0,0.0
S09380_L0216_E005,0.0,0.0
S09386_L0240_E005,14.2857142857,0.0
S09387_L0240_E005,0.0,0.0
S09396_L0200_E005,44.4444444444,88.88888888888889
S09397_L0229_E005,0.0,14.285714285714286
S09398_L0216_E005,0.0,0.0
S09402_L0242_E005,0.0,0.0
S09406_L0224_E005,0.0,14.285714285714286
S09426_L0240_E005,0.0,0.0
S09429_L0218_E005,11.1111111111,11.11111111111111
S09429_L0221_E005,0.0,11.11111111111111
S09448_L0239_E005,20.0,0.0
S09450_L0200_E005,22.2222222222,0.0
S09450_L0240_E005,22.2222222222,0.0
S09451_L0200_E005,0.0,25.0
S09452_L0242_E005,0.0,0.0
S09455_L0224_E005,0.0,75.0
S09459_L0224_E005,0.0,0.0
S09463_L0201_E005,22.2222222222,0.0
S09470_L0216_E005,0.0,0.0
S09474_L0243_E005,0.0,75.0
S09476_L0215_E005,100.0,100.0
S09480_L0225_E005,0.0,0.0
S09480_L0231_E005,0.0,0.0
S09483_L0243_E005,0.0,0.0
S09485_L0206_E005,37.5,50.0
S09485_L0212_E005,0.0,25.0
S09500_L0215_E005,28.5714285714,0.0
S09502_L0209_E005,0.0,0.0
S09509_L0200_E005,75.0,87.5
S09509_L0240_E005,87.5,87.5
S09520_L0218_E005,0.0,0.0
S09520_L0221_E005,0.0,0.0
S09525_L0218_E005,66.6666666667,55.55555555555556
S09529_L0215_E005,0.0,0.0
S09533_L0217_E005,0.0,42.857142857142854
S09540_L0224_E005,0.0,0.0
S09542_L0201_E005,0.0,0.0
S09543_L0236_E005,0.0,0.0
S09546_L0239_E005,0.0,0.0
S09553_L0212_E005,10.0,20.0
S09553_L0221_E005,10.0,40.0
S09554_L0216_E005,100.0,77.77777777777777
S09569_L0236_E005,12.5,37.5
S09571_L0227_E005,0.0,75.0
S09573_L0243_E005,0.0,0.0
S09574_L0240_E005,12.5,0.0
S09577_L0216_E005,87.5,87.5
S09579_L0243_E005,0.0,14.285714285714286
S09580_L0240_E005,0.0,0.0
S09586_L0216_E005,85.7142857143,14.285714285714286
S09587_L0243_E005,10.0,40.0
S09589_L0215_E005,14.2857142857,0.0
S09613_L0240_E005,20.0,70.0
S09615_L0236_E005,0.0,40.0
S09616_L0239_E005,25.0,50.0
S09620_L0209_E005,42.8571428571,0.0
S09621_L0239_E005,33.3333333333,77.77777777777777
S09625_L0209_E005,50.0,0.0
S09626_L0219_E005,0.0,0.0
S09627_L0224_E005,0.0,37.5
S09628_L0227_E005,0.0,66.66666666666667
S09634_L0212_E005,0.0,0.0
S09634_L0221_E005,0.0,0.0
S09637_L0209_E005,0.0,0.0
S09641_L0236_E005,85.7142857143,85.71428571428571
S09646_L0242_E005,0.0,25.0
S09649_L0242_E005,70.0,40.0
S09662_L0218_E005,50.0,50.0
S09662_L0221_E005,87.5,50.0
S09666_L0200_E005,25.0,50.0
S09669_L0240_E005,33.3333333333,22.22222222222222
S09670_L0229_E005,71.4285714286,85.71428571428571
S09670_L0242_E005,71.4285714286,85.71428571428571
S09673_L0206_E005,12.5,37.5
S09673_L0212_E005,0.0,0.0
S09676_L0243_E005,71.4285714286,85.71428571428571
S09677_L0222_E005,0.0,11.11111111111111
S09678_L0231_E005,10.0,10.0
S09681_L0236_E005,0.0,28.571428571428573
S09684_L0236_E005,0.0,30.0
S09689_L0231_E005,90.0,90.0
S09704_L0239_E005,50.0,100.0
S09707_L0229_E005,0.0,0.0
S09707_L0242_E005,0.0,0.0
S09714_L0227_E005,12.5,0.0
S09716_L0236_E005,20.0,90.0
S09717_L0201_E005,0.0,25.0
S09719_L0222_E005,0.0,0.0
S09733_L0218_E005,0.0,44.44444444444444
S09740_L0229_E005,10.0,30.0
S09740_L0242_E005,0.0,40.0
S09752_L0219_E005,0.0,42.857142857142854
S09752_L0225_E005,14.2857142857,28.571428571428573
S09753_L0219_E005,0.0,0.0
S09754_L0222_E005,0.0,0.0
S09759_L0243_E005,0.0,12.5
S09765_L0236_E005,0.0,0.0
S09767_L0225_E005,100.0,88.88888888888889
S09767_L0231_E005,88.8888888889,100.0
S09770_L0219_E005,0.0,0.0
S09770_L0225_E005,0.0,0.0
S09776_L0209_E005,77.7777777778,100.0
S09777_L0201_E005,14.2857142857,0.0
S09780_L0201_E005,0.0,0.0
S09793_L0217_E005,0.0,0.0
S09811_L0200_E005,0.0,12.5
S09818_L0222_E005,0.0,0.0
S09824_L0227_E005,10.0,80.0
S09827_L0243_E005,20.0,70.0
S09833_L0200_E005,0.0,0.0
S09841_L0229_E005,0.0,0.0
S09844_L0217_E005,0.0,22.22222222222222
S09846_L0215_E005,0.0,0.0
S09856_L0236_E005,11.1111111111,33.333333333333336
S09857_L0240_E005,90.0,80.0
S09860_L0217_E005,14.2857142857,0.0
S09861_L0222_E005,57.1428571429,71.42857142857143
S09862_L0229_E005,14.2857142857,57.142857142857146
S09862_L0242_E005,42.8571428571,57.142857142857146
S09865_L0217_E005,0.0,0.0
S09866_L0206_E005,37.5,75.0
S09870_L0200_E005,0.0,0.0
S09877_L0222_E005,0.0,0.0
S09884_L0217_E005,0.0,0.0
S09892_L0217_E005,0.0,0.0
S09893_L0212_E005,0.0,11.11111111111111
S09893_L0221_E005,0.0,11.11111111111111
S09894_L0206_E005,0.0,12.5
S09894_L0212_E005,12.5,0.0
S09899_L0236_E005,42.8571428571,14.285714285714286
S09900_L0229_E005,0.0,0.0
S09903_L0227_E005,0.0,0.0
S09904_L0217_E005,30.0,0.0
S09907_L0229_E005,0.0,0.0
S09907_L0242_E005,0.0,0.0
S09908_L0218_E005,28.5714285714,28.571428571428573
S09911_L0222_E005,30.0,50.0
S09913_L0239_E005,14.2857142857,14.285714285714286
S09915_L0239_E005,0.0,12.5
S09919_L0209_E005,70.0,80.0
S09920_L0215_E005,28.5714285714,28.571428571428573
S09922_L0200_E005,0.0,0.0
S09922_L0240_E005,11.1111111111,0.0
S09923_L0224_E005,57.1428571429,85.71428571428571
S09934_L0243_E005,0.0,0.0
S09935_L0201_E005,0.0,22.22222222222222
S09945_L0218_E005,0.0,57.142857142857146
S09951_L0216_E005,0.0,37.5
S09961_L0200_E005,0.0,28.571428571428573
S09961_L0240_E005,28.5714285714,28.571428571428573
S09969_L0219_E005,0.0,50.0
S09969_L0225_E005,100.0,10.0
S09971_L0224_E005,0.0,0.0
S09972_L0229_E005,0.0,42.857142857142854
S10000_L0222_E005,0.0,0.0
S08508_L0219_E007,100.0,100.0
S08508_L0225_E007,71.4285714286,100.0
S08512_L0227_E007,25.0,100.0
S08515_L0201_E007,100.0,85.71428571428571
S08529_L0218_E007,71.4285714286,100.0
S08532_L0222_E007,100.0,100.0
S08537_L0239_E007,14.2857142857,85.71428571428571
S08540_L0217_E007,77.7777777778,77.77777777777777
S08546_L0227_E007,62.5,100.0
S08554_L0229_E007,87.5,100.0
S08554_L0242_E007,100.0,100.0
S08555_L0218_E007,100.0,100.0
S08555_L0221_E007,100.0,100.0
S08558_L0209_E007,100.0,100.0
S08561_L0224_E007,57.1428571429,100.0
S08566_L0229_E007,14.2857142857,42.857142857142854
S08574_L0217_E007,77.7777777778,100.0
S08575_L0201_E007,100.0,100.0
S08576_L0239_E007,100.0,100.0
S08578_L0206_E007,100.0,100.0
S08578_L0212_E007,100.0,100.0
S08582_L0243_E007,100.0,100.0
S08590_L0212_E007,25.0,75.0
S08590_L0221_E007,100.0,75.0
S08600_L0209_E007,100.0,100.0
S08606_L0206_E007,88.8888888889,100.0
S08614_L0229_E007,90.0,100.0
S08625_L0215_E007,100.0,100.0
S08627_L0200_E007,100.0,88.88888888888889
S08628_L0216_E007,100.0,100.0
S08636_L0216_E007,100.0,100.0
S08637_L0200_E007,100.0,100.0
S08637_L0240_E007,100.0,100.0
S08651_L0236_E007,100.0,100.0
S08652_L0200_E007,77.7777777778,100.0
S08682_L0219_E007,100.0,100.0
S08683_L0206_E007,88.8888888889,100.0
S08686_L0224_E007,57.1428571429,57.142857142857146
S08689_L0224_E007,100.0,100.0
S08690_L0209_E007,100.0,100.0
S08702_L0236_E007,100.0,100.0
S08703_L0239_E007,50.0,100.0
S08707_L0243_E007,100.0,100.0
S08710_L0216_E007,28.5714285714,100.0
S08713_L0227_E007,0.0,85.71428571428571
S08722_L0227_E007,62.5,100.0
S08725_L0222_E007,90.0,100.0
S08727_L0206_E007,88.8888888889,77.77777777777777
S08727_L0212_E007,100.0,77.77777777777777
S08735_L0227_E007,0.0,100.0
S08739_L0225_E007,100.0,100.0
S08739_L0231_E007,90.0,100.0
S08742_L0239_E007,28.5714285714,100.0
S08743_L0200_E007,14.2857142857,14.285714285714286
S08743_L0240_E007,57.1428571429,14.285714285714286
S08745_L0229_E007,100.0,85.71428571428571
S08745_L0242_E007,100.0,85.71428571428571
S08750_L0200_E007,0.0,100.0
S08750_L0240_E007,100.0,100.0
S08751_L0239_E007,70.0,100.0
S08752_L0224_E007,85.7142857143,100.0
S08759_L0218_E007,88.8888888889,100.0
S08759_L0221_E007,77.7777777778,100.0
S08766_L0236_E007,100.0,100.0
S08767_L0217_E007,62.5,87.5
S08771_L0201_E007,100.0,100.0
S08778_L0242_E007,71.4285714286,85.71428571428571
S08780_L0217_E007,100.0,100.0
S08781_L0236_E007,100.0,87.5
S08782_L0216_E007,100.0,100.0
S08785_L0206_E007,100.0,88.88888888888889
S08785_L0212_E007,100.0,100.0
S08790_L0201_E007,80.0,100.0
S08791_L0215_E007,71.4285714286,100.0
S08793_L0219_E007,100.0,100.0
S08794_L0218_E007,100.0,100.0
S08794_L0221_E007,100.0,100.0
S08795_L0201_E007,100.0,100.0
S08798_L0239_E007,57.1428571429,100.0
S08800_L0216_E007,100.0,77.77777777777777
S08807_L0212_E007,80.0,100.0
S08807_L0221_E007,100.0,100.0
S08809_L0206_E007,88.8888888889,100.0
S08809_L0212_E007,66.6666666667,100.0
S08815_L0201_E007,100.0,100.0
S08816_L0236_E007,55.5555555556,88.88888888888889
S08817_L0216_E007,100.0,100.0
S08818_L0209_E007,100.0,100.0
S08820_L0242_E007,80.0,100.0
S08836_L0222_E007,100.0,100.0
S08837_L0216_E007,100.0,90.0
S08843_L0243_E007,100.0,100.0
S08853_L0200_E007,100.0,100.0
S08854_L0212_E007,70.0,90.0
S08854_L0221_E007,100.0,90.0
S08862_L0222_E007,100.0,90.0
S08869_L0217_E007,100.0,100.0
S08887_L0229_E007,55.5555555556,88.88888888888889
S08887_L0242_E007,0.0,88.88888888888889
S08889_L0215_E007,85.7142857143,100.0
S08890_L0218_E007,85.7142857143,28.571428571428573
S08890_L0221_E007,85.7142857143,14.285714285714286
S08895_L0225_E007,77.7777777778,88.88888888888889
S08895_L0231_E007,100.0,88.88888888888889
S08897_L0227_E007,60.0,100.0
S08899_L0227_E007,0.0,0.0
S08901_L0206_E007,100.0,100.0
S08903_L0200_E007,100.0,100.0
S08903_L0240_E007,100.0,100.0
S08911_L0216_E007,37.5,100.0
S08916_L0231_E007,88.8888888889,100.0
S08922_L0231_E007,100.0,85.71428571428571
S08923_L0231_E007,100.0,100.0
S08928_L0219_E007,100.0,100.0
S08928_L0225_E007,100.0,100.0
S08929_L0216_E007,70.0,100.0
S08931_L0222_E007,90.0,100.0
S08935_L0218_E007,85.7142857143,100.0
S08935_L0221_E007,100.0,100.0
S08939_L0240_E007,85.7142857143,85.71428571428571
S08943_L0236_E007,75.0,62.5
S08952_L0236_E007,87.5,100.0
S08956_L0222_E007,100.0,100.0
S08959_L0229_E007,57.1428571429,85.71428571428571
S08959_L0242_E007,14.2857142857,85.71428571428571
S08969_L0243_E007,100.0,85.71428571428571
S08971_L0212_E007,71.4285714286,100.0
S08971_L0221_E007,100.0,100.0
S08976_L0217_E007,85.7142857143,85.71428571428571
S08977_L0216_E007,100.0,100.0
S08979_L0217_E007,100.0,100.0
S08980_L0222_E007,0.0,62.5
S08983_L0209_E007,30.0,60.0
S08987_L0217_E007,100.0,100.0
S08993_L0215_E007,14.2857142857,100.0
S08997_L0201_E007,100.0,75.0
S08998_L0206_E007,100.0,57.142857142857146
S09000_L0227_E007,0.0,100.0
S09011_L0224_E007,90.0,100.0
S09018_L0243_E007,100.0,77.77777777777777
S09030_L0216_E007,100.0,100.0
S09034_L0218_E007,87.5,100.0
S09034_L0221_E007,100.0,100.0
S09047_L0206_E007,100.0,100.0
S09049_L0240_E007,85.7142857143,100.0
S09061_L0216_E007,87.5,100.0
S09065_L0240_E007,90.0,100.0
S09069_L0222_E007,100.0,88.88888888888889
S09071_L0236_E007,75.0,100.0
S09073_L0215_E007,100.0,100.0
S09078_L0212_E007,66.6666666667,100.0
S09078_L0221_E007,100.0,66.66666666666667
S09080_L0218_E007,100.0,100.0
S09082_L0227_E007,77.7777777778,100.0
S09086_L0200_E007,40.0,70.0
S09086_L0240_E007,50.0,60.0
S09088_L0217_E007,100.0,100.0
S09092_L0215_E007,100.0,100.0
S09094_L0224_E007,100.0,100.0
S09101_L0222_E007,100.0,90.0
S09111_L0209_E007,100.0,100.0
S09125_L0219_E007,75.0,87.5
S09125_L0225_E007,75.0,87.5
S09128_L0201_E007,100.0,100.0
S09136_L0206_E007,100.0,100.0
S09136_L0212_E007,100.0,100.0
S09140_L0217_E007,20.0,100.0
S09142_L0216_E007,85.7142857143,100.0
S09144_L0206_E007,100.0,100.0
